fecha,año,producto,mes,almacén,ciudad,cantidad,cliente,id_cliente
2025-06-02,2025,Jamón,6,Sucursal Este,Pereira,9,Mariana Flores,8906
2022-06-06,2022,Salchichón,6,Sucursal Este,Cúcuta,7,Alicia Fuentes,5564
2020-10-27,2020,Salchichón,10,Sucursal Oeste,Bogotá,10,Hugo Cruz,7879
2022-01-30,2022,Longaniza,1,Sucursal Sur,Pereira,8,Manuel Cruz,3614
2020-08-06,2020,Butifarra,8,Sucursal Sur,Cúcuta,6,Luis Salazar,6861
2021-03-08,2021,Morcilla,3,Sucursal Este,Bogotá,8,Cira Serrano-Lara,1777
2025-09-24,2025,Longaniza,9,Sucursal Sur,Pereira,9,Cristina Salazar-Cruz,2701
2024-04-06,2024,Chorizo,4,Sucursal Sur,Bucaramanga,4,Mateo Molina-Vega,8718
2025-04-09,2025,Morcilla,4,Almacén Central,Bucaramanga,4,Julieta Suárez-Estrada,1130
2023-01-05,2023,Longaniza,1,Sucursal Sur,Bucaramanga,1,David Rodríguez,9513
2025-04-25,2025,Chorizo,4,Almacén Central,Cúcuta,4,Yago Carrasco-Benítez,2286
2024-07-03,2024,Tocineta,7,Almacén Central,Medellín,8,Sara Lorenzo,10449
2021-03-02,2021,Longaniza,3,Almacén Central,Pereira,2,Lourdes Pascual,1273
2025-11-24,2025,Salchichón,11,Sucursal Oeste,Cúcuta,3,Alma Crespo-Serrano,10948
2025-04-24,2025,Butifarra,4,Almacén Central,Bucaramanga,8,Isaac Castillo,5616
2020-04-17,2020,Longaniza,4,Sucursal Sur,Cartagena,9,Angélica Vidal-Sierra,4656
2024-03-31,2024,Longaniza,3,Sucursal Sur,Cúcuta,1,Úrsula Peralta-García,4868
2022-09-28,2022,Chorizo,9,Sucursal Oeste,Cali,6,Marco Marín-Contreras,5229
2023-03-12,2023,Longaniza,3,Almacén Central,Medellín,9,Isabella Martín,9990
2020-04-04,2020,Longaniza,4,Sucursal Norte,Cali,7,Dalia García,9468
2023-12-18,2023,Tocineta,12,Almacén Central,Bogotá,5,Pilar Martín,2323
2024-04-07,2024,Tocineta,4,Sucursal Oeste,Cali,9,Ernesto Guerrero-Navarro,1020
2021-05-19,2021,Longaniza,5,Sucursal Sur,Bucaramanga,10,Óscar Miranda,9835
2025-09-27,2025,Tocineta,9,Sucursal Oeste,Medellín,3,Antonia Ortiz,4928
2022-11-09,2022,Tocineta,11,Almacén Central,Bucaramanga,1,Lorena Muñoz-Aguilar,3409
2024-10-22,2024,Tocineta,10,Almacén Central,Cartagena,2,Nuria Rivera,6916
2023-07-26,2023,Jamón,7,Sucursal Sur,Cartagena,7,Teresa Ramos-Romero,9058
2025-09-27,2025,Jamón,9,Sucursal Norte,Cartagena,7,Angélica Guillén-Crespo,9360
2024-08-09,2024,Tocineta,8,Sucursal Oeste,Bogotá,4,Alejandro Montes-Ruiz,2031
2021-08-02,2021,Tocineta,8,Sucursal Oeste,Cali,6,Boris Vázquez,10256
2024-03-17,2024,Longaniza,3,Sucursal Norte,Pereira,3,Kike Peralta,5405
2021-01-15,2021,Butifarra,1,Sucursal Oeste,Medellín,3,Nico Paredes,2421
2020-08-16,2020,Tocineta,8,Almacén Central,Bogotá,3,Alejandro Prieto-Morales,10668
2025-10-04,2025,Longaniza,10,Sucursal Oeste,Medellín,5,Mario López-Cruz,5466
2021-07-09,2021,Longaniza,7,Almacén Central,Cali,10,Lorenzo Domínguez,2170
2021-01-01,2021,Salchichón,1,Sucursal Oeste,Medellín,8,Ernesto Salazar,4765
2021-01-08,2021,Jamón,1,Almacén Central,Barranquilla,2,Laura Vega-Mendoza,4809
2022-05-12,2022,Chorizo,5,Almacén Central,Cali,3,Uriel Santos,5875
2021-11-22,2021,Morcilla,11,Sucursal Oeste,Medellín,7,Rebeca Benítez-Delgado,5812
2023-08-31,2023,Chorizo,8,Sucursal Norte,Cali,2,Ximena Acosta-Reyes,2024
2025-10-06,2025,Chorizo,10,Sucursal Sur,Cúcuta,5,Regina Iglesias-Fuentes,8019
2022-11-24,2022,Longaniza,11,Sucursal Este,Cali,2,Rodrigo Calvo,4458
2025-09-04,2025,Chorizo,9,Sucursal Sur,Cúcuta,10,Gisela Méndez,1501
2023-07-05,2023,Tocineta,7,Sucursal Norte,Bogotá,4,Claudia Ramírez-Castillo,4699
2021-05-23,2021,Tocineta,5,Sucursal Sur,Bucaramanga,10,Pedro Rubio-Guerrero,3668
2022-09-01,2022,Salchichón,9,Almacén Central,Pereira,2,Benjamín Crespo-Castillo,3047
2022-12-28,2022,Jamón,12,Sucursal Sur,Cúcuta,7,Marco Ferrer,7258
2024-07-27,2024,Tocineta,7,Sucursal Sur,Cartagena,10,Consuelo González,2803
